,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
Axel F.mp3,0.31498894,0.32705718,0.5743879,0.2861635,0.19029398,0.20512064,0.18934326,0.22532573,0.19984533,0.29911947,0.20085366,0.19827145
Ay Vamos.mp3,0.1762055,0.29590955,0.23257256,0.5940669,0.21152385,0.29210156,0.38087663,0.17409408,0.31951642,0.18927039,0.33761302,0.30581018
Ayang.mp3,0.23784956,0.28204623,0.20605582,0.28363732,0.28400153,0.26224002,0.44394955,0.33057505,0.3892713,0.2743671,0.3679933,0.37994662
Aye (feat. Travis Scott).mp3,0.6054511,0.29408768,0.24644768,0.2461524,0.3644034,0.2639415,0.30996767,0.41737697,0.42358267,0.562039,0.47800827,0.5532962
Aynen.mp3,0.23510891,0.4368434,0.26035354,0.30284363,0.43758872,0.5263224,0.54450816,0.19557811,0.2115456,0.22387889,0.20251434,0.13596617
Ayy Macarena.mp3,0.34190243,0.33646947,0.6066954,0.5948281,0.4089265,0.3174054,0.27513447,0.29228866,0.397676,0.44252303,0.3304936,0.27637327
Azul.mp3,0.22893956,0.35544038,0.2977301,0.17725512,0.2209018,0.21772137,0.3920685,0.17393537,0.23492663,0.3435489,0.23887332,0.38823345
B.O.T.A. (Baddest Of Them All) - Edit.mp3,0.5468518,0.25758177,0.37056005,0.25912106,0.5026326,0.1925272,0.25145078,0.4179303,0.20505749,0.31590027,0.14743568,0.29143336
Baarish Ban Jaana.mp3,0.33725137,0.18433309,0.18254659,0.3544712,0.2646231,0.5696385,0.23104088,0.32717386,0.30829352,0.18401618,0.27639237,0.21733464
Baarish Ki Jaaye.mp3,0.3067422,0.34401593,0.35474655,0.4396695,0.2947888,0.3217044,0.35924616,0.3270198,0.31347126,0.31856078,0.53859913,0.34769264
Baarish.mp3,0.13910615,0.13877086,0.28932124,0.21569577,0.5567178,0.20114236,0.32256958,0.2101419,0.08433763,0.1420987,0.11801606,0.4018386
Baby (Lil Baby feat. DaBaby).mp3,0.23156379,0.33526897,0.6280151,0.36186692,0.38336897,0.45190293,0.27347863,0.4158665,0.32893822,0.5465986,0.2976914,0.265842
Baby Calm Down.mp3,0.5526338,0.5224008,0.58087844,0.6276675,0.5954539,0.5837285,0.570467,0.5496032,0.50530046,0.5376834,0.4909089,0.5055928
Baby Car.mp3,0.281291,0.3008358,0.46866202,0.31683192,0.33321106,0.28792515,0.37980396,0.64085853,0.399058,0.30821183,0.28215352,0.36605954
Baby Don't Hurt Me.mp3,0.3685472,0.20560144,0.24254334,0.18860629,0.3252549,0.16346277,0.2242219,0.4419396,0.33216795,0.56541646,0.26746693,0.36511722
BABY HELLO.mp3,0.1923874,0.36104727,0.18398716,0.29359666,0.27274328,0.1642926,0.20188685,0.2342648,0.5470251,0.3626677,0.24037853,0.2949833
Baby Me Atende.mp3,0.25353467,0.3546255,0.23948735,0.26465175,0.35788497,0.2659725,0.37884715,0.34442872,0.5595436,0.35907155,0.22266634,0.24419148
BABY NUEVA.mp3,0.46216223,0.41374063,0.26765677,0.32093915,0.23779462,0.309162,0.30669233,0.28183666,0.3009715,0.29160178,0.45226356,0.28550354
BABY OTAKU.mp3,0.38312492,0.22588082,0.2148469,0.19848706,0.41821757,0.21007495,0.2387753,0.32949933,0.30310652,0.51038843,0.33007735,0.4057602
Baby Shark.mp3,0.35500818,0.4022166,0.62302345,0.45685494,0.41839945,0.43447882,0.46951643,0.6030135,0.45599607,0.40650916,0.33333638,0.34473342
Baby You Are.mp3,0.21832211,0.2483717,0.2472531,0.17302854,0.22081053,0.26898286,0.43233606,0.50892466,0.31449538,0.22540958,0.2099346,0.39444083
Bachke Bachke (feat. Yarah).mp3,0.121895805,0.34751093,0.21028396,0.3878087,0.13641627,0.22479555,0.18400706,0.08262847,0.12037889,0.12837413,0.35439706,0.20601444
Bachpan Ka Pyaar.mp3,0.3679527,0.3109931,0.43605703,0.3426143,0.37207025,0.27811277,0.29531524,0.48186982,0.34003484,0.4820375,0.38203338,0.30876815
Back for More (with Anitta).mp3,0.29553786,0.38696626,0.38209596,0.336311,0.47424665,0.3256327,0.40592593,0.32559788,0.30771673,0.31813806,0.3165943,0.3909865
Back That Azz Up.mp3,0.35892642,0.36228034,0.48195338,0.2801563,0.30400205,0.4213862,0.28770736,0.31411016,0.31948683,0.455271,0.43468243,0.29371357
Back Then Right Now.mp3,0.30214497,0.28099662,0.5592703,0.2962764,0.28956074,0.24469188,0.38017163,0.5688452,0.29026312,0.30262434,0.20666723,0.35031256
BACK TO ME.mp3,0.45789278,0.5087433,0.41186804,0.38119885,0.38741824,0.442419,0.42316312,0.4164822,0.46031454,0.43907425,0.5478793,0.52665395
Bad (feat. Vassy) - Radio Edit.mp3,0.44941533,0.34743178,0.33624125,0.5219061,0.339081,0.5262975,0.2737621,0.31149402,0.44448152,0.24335076,0.3412402,0.3682759
Bad and Boujee (feat. Lil Uzi Vert).mp3,0.24407826,0.34220883,0.37803185,0.510477,0.4590743,0.5326917,0.542053,0.36212867,0.3056013,0.26400876,0.4568378,0.32794505
Bad At Love.mp3,0.4411663,0.3451967,0.41805303,0.29482374,0.43422794,0.33961424,0.33416814,0.39574412,0.29653338,0.37296522,0.21765924,0.2986361
Bad Boy (with Young Thug).mp3,0.633397,0.66902274,0.51557404,0.51130486,0.42590383,0.62487656,0.48725623,0.42690453,0.5480632,0.5373525,0.53647006,0.5358518
Bad boy.mp3,0.48979324,0.24118096,0.2896074,0.24143215,0.40838018,0.3216608,0.2111414,0.24306822,0.21774977,0.42482552,0.2756117,0.3909955
Bad Decisions (with BTS & Snoop Dogg).mp3,0.47490883,0.40946162,0.50897264,0.34600085,0.42952836,0.3557558,0.3101033,0.35123408,0.30171296,0.45056203,0.31211734,0.3320099
Bad Feeling (Oompa Loompa).mp3,0.31048337,0.4412634,0.2734256,0.23266318,0.26457584,0.39808115,0.6012736,0.40507782,0.4264993,0.39848328,0.3125922,0.3013978
bad guy.mp3,0.4132995,0.36579472,0.42615697,0.41751012,0.38350815,0.3655363,0.3319665,0.46575397,0.4053465,0.3461818,0.3982928,0.3655773
Bad Habit.mp3,0.39019972,0.47890806,0.32733533,0.4302414,0.34653616,0.41183537,0.30002257,0.4065885,0.44296908,0.26044545,0.3062254,0.26911294
Bad Habits.mp3,0.23701714,0.43497634,0.3431582,0.131503,0.13545202,0.14559579,0.30586013,0.28835508,0.21283197,0.2616836,0.22975045,0.42844918
Bad Romance.mp3,0.41752788,0.23931986,0.270997,0.2580098,0.53562176,0.34252262,0.20900351,0.26274285,0.24703155,0.30842218,0.24858049,0.34211856
Bad Things (with Camila Cabello).mp3,0.13892321,0.24369593,0.4469686,0.23383072,0.2384912,0.14249024,0.2594163,0.20108335,0.20725529,0.42014673,0.19577804,0.20074756
bad.mp3,0.19962944,0.32176736,0.4035841,0.23886162,0.32824486,0.25823274,0.47024626,0.27740768,0.20230384,0.42769715,0.31069022,0.2915815
Badass.mp3,0.4550513,0.30878773,0.40176868,0.6084691,0.4169992,0.50184697,0.39625767,0.30022952,0.33425614,0.29429632,0.30343902,0.34106246
"Baddadan (feat. IRAH, Flowdan, Trigga & Takura).mp3",0.63130945,0.40534997,0.43554226,0.39357054,0.41526788,0.6388113,0.39745253,0.2958941,0.32644564,0.32993406,0.27735165,0.44327164
Baddest.mp3,0.35105476,0.5432989,0.4852235,0.29085284,0.39128533,0.2998228,0.44219834,0.30791253,0.3686352,0.5352927,0.31389743,0.48495683
Baddie.mp3,0.52443314,0.3846899,0.29587522,0.2820671,0.3796703,0.26275027,0.23969829,0.4033354,0.4260342,0.5165303,0.5248952,0.47495314
Baddies.mp3,0.30705068,0.4039078,0.3575814,0.39640027,0.26865304,0.24846895,0.2807673,0.3034997,0.23863547,0.31284732,0.6515058,0.30206665
BADGYAL.mp3,0.34635937,0.18649685,0.42139086,0.48056582,0.19903378,0.24015109,0.21990213,0.4915522,0.31572205,0.21308726,0.21268012,0.18236831
Bado Badi Bado Badi 1.mp3,0.38321835,0.2122426,0.16705494,0.2211332,0.22585362,0.4585114,0.24444276,0.36227223,0.34724334,0.1755529,0.19560978,0.18670027
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie).mp3",0.44420528,0.19584459,0.21942797,0.17296536,0.3813665,0.3993494,0.1847234,0.2240898,0.2496522,0.4237544,0.24994315,0.33215016
Baila Baila Baila - Remix.mp3,0.20672952,0.23542337,0.2925197,0.23209856,0.43163803,0.29379466,0.4930479,0.43352553,0.23795424,0.23880793,0.23584174,0.31179717
Baila Conmigo (feat. Kelly Ruiz).mp3,0.25189564,0.32413143,0.37600523,0.29386282,0.15941523,0.1822069,0.28182852,0.4136971,0.40236354,0.4040848,0.36772385,0.38310832
BAIXO.mp3,0.51279014,0.40059498,0.4951633,0.43615368,0.3426306,0.39964238,0.45693052,0.67154753,0.49828663,0.43798327,0.51868254,0.47546193
Bakkal Amca.mp3,0.29868883,0.31966826,0.4284271,0.49340007,0.5308579,0.51293606,0.440742,0.47740367,0.41979238,0.48344076,0.37003064,0.29506448
Baklava.mp3,0.2510467,0.25612783,0.27528742,0.4571401,0.25639567,0.41858417,0.4359273,0.20886613,0.21035399,0.22731471,0.43046358,0.35180932
Balanco da Rede.mp3,0.2942576,0.33022147,0.30712816,0.30908847,0.36716557,0.29191753,0.40547228,0.30838308,0.33451003,0.3687788,0.29074523,0.38328698
Ball If I Want To.mp3,0.40295678,0.3612709,0.2896603,0.2308199,0.23993081,0.2915059,0.22397685,0.15012386,0.15236163,0.21000627,0.5025845,0.60497624
Baller.mp3,0.3817475,0.34138745,0.38661793,0.35576385,0.34577796,0.34145558,0.4107934,0.6012125,0.4063014,0.42506224,0.41770944,0.33535147
Bam Yang Gang.mp3,0.22663637,0.2652122,0.1370761,0.1756094,0.34363765,0.23731832,0.3879714,0.38077766,0.39613283,0.25413212,0.19739056,0.27494454
Bamba (feat. Aitch & BIA).mp3,0.24249668,0.24449274,0.34522337,0.38920256,0.41023546,0.37309372,0.28688374,0.304142,0.44390136,0.6768718,0.56115294,0.3580126
BAND4BAND (feat. Lil Baby).mp3,0.33908114,0.30510172,0.30030784,0.36624447,0.34859052,0.32563367,0.59011525,0.45181736,0.37251547,0.45090342,0.423319,0.5550102
Bandana.mp3,0.31220788,0.32456815,0.15489541,0.13945718,0.13462664,0.31643173,0.5326805,0.24149019,0.25173023,0.15196465,0.25338328,0.38446766
Bandit (with YoungBoy Never Broke Again).mp3,0.5340187,0.39138854,0.20293143,0.21678445,0.23840204,0.44251952,0.21312742,0.22578774,0.2612173,0.20966072,0.30313492,0.2183599
Bang Bang.mp3,0.43872103,0.27198035,0.2851561,0.3227905,0.3077803,0.32123962,0.27473557,0.3616346,0.26229745,0.3443346,0.57385576,0.40346384
Bang!.mp3,0.28663015,0.46910864,0.35007995,0.3487826,0.40280643,0.30783418,0.36848024,0.2672585,0.3999363,0.36642012,0.30502468,0.33896306
Bangarang (feat. Sirah).mp3,0.25472975,0.25558352,0.3765732,0.28202194,0.3077816,0.35814855,0.5016714,0.8321926,0.40701583,0.32566443,0.31549624,0.31283763
Banking On Me.mp3,0.3135832,0.14418511,0.15153193,0.12331742,0.23663214,0.3975315,0.4459,0.5866628,0.21155168,0.1204226,0.20149085,0.25606382
BANZAI!.mp3,0.45027062,0.433793,0.48443425,0.52471423,0.58752173,0.54497206,0.4916235,0.54638964,0.48145857,0.4649411,0.45182702,0.46115234
Bar.mp3,0.30165482,0.51253235,0.23231998,0.27413264,0.24420954,0.41600925,0.33212057,0.24456768,0.38164595,0.20048116,0.22340727,0.15643948
Barbie World (with Aqua) [From Barbie The Album].mp3,0.3980377,0.3391397,0.31468037,0.3364518,0.38503295,0.4050616,0.3324879,0.40609702,0.43278205,0.5051927,0.5887801,0.43156537
BARBIEZ.mp3,0.31594205,0.22497931,0.41890326,0.3512615,0.45927435,0.24607067,0.27669758,0.2843985,0.28438595,0.57798177,0.44360128,0.42799973
Barely Breathing.mp3,0.19703251,0.2888045,0.21678756,0.14926614,0.22353531,0.1743195,0.3123496,0.1727687,0.26331887,0.38642272,0.22769573,0.36059827
Barking.mp3,0.41072863,0.26866558,0.4433819,0.30452335,0.22978304,0.3011999,0.22153158,0.34413186,0.24751666,0.38198358,0.33768046,0.23659107
bathroom floor.mp3,0.47246045,0.19113454,0.27194002,0.47225863,0.2653461,0.46807516,0.22480173,0.26090395,0.29108992,0.24420181,0.39989936,0.2582736
BBY BOO - REMIX.mp3,0.26725495,0.18085277,0.3653241,0.17030695,0.30497918,0.41731384,0.18220733,0.32149553,0.2232683,0.45281756,0.29810327,0.20608549
Be Kind (with Halsey).mp3,0.38267478,0.41513643,0.32519257,0.43435347,0.48745105,0.35310394,0.45352036,0.38990176,0.5616746,0.46928468,0.46093047,0.50922495
Be Like That - feat. Swae Lee & Khalid.mp3,0.23779932,0.39003715,0.5408875,0.2903768,0.32302848,0.25155756,0.47854096,0.28446648,0.24338682,0.3585151,0.25066507,0.2897559
Be My Lover (feat. La Bouche) - 2023 Mix.mp3,0.5131163,0.29704952,0.22759219,0.326346,0.22498655,0.23481452,0.32082143,0.57083386,0.33881214,0.3242108,0.3475136,0.29845268
Be The One.mp3,0.60729194,0.58648306,0.33492437,0.31017056,0.38636893,0.38688865,0.33573225,0.45261526,0.4791487,0.46310964,0.55522496,0.48047414
Beat Automotivo Tan Tan Tan Viral.mp3,0.43882033,0.50448924,0.46535158,0.27710143,0.21803594,0.20923036,0.27437577,0.30177036,0.37299842,0.3647779,0.4577983,0.5775935
Beat the Odds.mp3,0.22353725,0.3482936,0.28535047,0.5181098,0.39229184,0.3267563,0.4417963,0.30596715,0.39543095,0.29470968,0.48815143,0.4161938
Beautiful Crazy.mp3,0.22702302,0.2355465,0.12979877,0.22782314,0.11169952,0.1220303,0.27661332,0.12679704,0.18953459,0.13188146,0.3680976,0.6562549
Beautiful Girl.mp3,0.2309224,0.26490304,0.5006483,0.27231932,0.3656171,0.23160587,0.41249645,0.18644644,0.1508881,0.24095282,0.25465205,0.56421125
Beautiful Girls.mp3,0.21489856,0.323287,0.18441081,0.18478084,0.29698017,0.21636821,0.294509,0.2963335,0.39719257,0.52277845,0.28219086,0.29321542
Beautiful People (feat. Khalid).mp3,0.38529238,0.38576633,0.49622658,0.62714815,0.31949046,0.3169677,0.28052837,0.36561304,0.32110915,0.3945607,0.5170521,0.3528083
Beautiful Things.mp3,0.38638198,0.20222555,0.3047037,0.23214972,0.20043804,0.41380003,0.20702666,0.24875689,0.12060833,0.18646891,0.25755998,0.20247003
Beautiful.mp3,0.14663233,0.2954829,0.4501356,0.2231897,0.31661972,0.1997063,0.33123228,0.23270412,0.26612216,0.36259884,0.20201853,0.20410733
Beauty And A Beat.mp3,0.5379015,0.30673513,0.3660655,0.20883319,0.27389476,0.328038,0.34942654,0.53406197,0.41806144,0.6003322,0.28904045,0.30283034
Bebe Dame.mp3,0.21333067,0.2006052,0.2982536,0.23205474,0.29926124,0.20999303,0.28262776,0.33840388,0.2921493,0.4639559,0.27087346,0.28204796
Bebe.mp3,0.23924114,0.44584575,0.23371847,0.19552687,0.31544363,0.1926983,0.27484322,0.15793836,0.25000548,0.36767823,0.20851907,0.4262499
BEBECITA.mp3,0.2198876,0.3189137,0.37743422,0.18332566,0.17302342,0.17884164,0.4563412,0.36715716,0.3130663,0.38343143,0.2602999,0.44370154
Bebefinn Song.mp3,0.31340984,0.30803052,0.39862213,0.3212086,0.33435163,0.35621408,0.30156207,0.27644634,0.30431527,0.39831412,0.28401348,0.2823771
Becane - A COLORS SHOW.mp3,0.27684972,0.26190633,0.30854437,0.2140275,0.23178892,0.32786173,0.23458083,0.2587977,0.30156088,0.45990846,0.6171457,0.38482454
BED.mp3,0.2839451,0.41562602,0.2849442,0.3491595,0.19862972,0.34244692,0.5410303,0.30288997,0.38016415,0.34349287,0.5390289,0.35900724
Been Like This.mp3,0.3769053,0.2691064,0.3785768,0.4115259,0.2964804,0.3310962,0.30044162,0.5224941,0.31972876,0.33402458,0.3881011,0.3087659
Beer Never Broke My Heart.mp3,0.4233842,0.61578405,0.3755044,0.43940476,0.32064587,0.34968093,0.32353473,0.3561691,0.6334567,0.34350255,0.3025485,0.30402175
Before You Go.mp3,0.1702049,0.09265312,0.19579859,0.51116246,0.23416448,0.32057413,0.1709568,0.19565178,0.18670994,0.1627303,0.25983334,0.14980051
Before You Leave Me.mp3,0.2681317,0.22938037,0.21800308,0.38334987,0.32046992,0.242283,0.30218968,0.2841655,0.39090326,0.31972453,0.4325836,0.5123216
Beggin'.mp3,0.27964765,0.15928589,0.23323718,0.18105918,0.15671384,0.1309475,0.22579247,0.42733693,0.30462837,0.5223272,0.4776181,0.23886108
Bejeweled.mp3,0.46351287,0.36930767,0.5087023,0.2572782,0.20901719,0.1801932,0.24699785,0.3996482,0.29995432,0.313826,0.24622792,0.31367776
Bel Bont El3areedh.mp3,0.2612436,0.22324856,0.19465783,0.23959035,0.16571845,0.38174573,0.21859746,0.42136195,0.46034992,0.20703122,0.20602372,0.16139121
Bel Mercy.mp3,0.25021338,0.21424761,0.29217267,0.43379444,0.5356929,0.46299362,0.35826075,0.38257363,0.4550766,0.35680783,0.2549758,0.3607086
Believer.mp3,0.3888341,0.43525267,0.34557545,0.40949535,0.37060222,0.3840283,0.34110084,0.31679404,0.3394115,0.40426716,0.5326339,0.37217143
Bella y Sensual.mp3,0.2525507,0.44211355,0.27576512,0.33232474,0.35991868,0.27805874,0.29580274,0.25214767,0.4221345,0.2275691,0.25366944,0.34701943
BellaBella.mp3,0.46493304,0.5095767,0.5538025,0.7286661,0.77067155,0.6827435,0.6466095,0.61056805,0.56154495,0.52480847,0.51301295,0.45791999
BELLAKEO.mp3,0.19969949,0.48322654,0.23078778,0.34846672,0.32647982,0.15893449,0.18640572,0.1681738,0.37784982,0.3053563,0.2161615,0.1522699
Bellaquita - Remix.mp3,0.49130896,0.27472395,0.14700186,0.21413934,0.12332351,0.14112015,0.12308665,0.34132078,0.3755266,0.2085706,0.33623087,0.20946293
Belly Dancer.mp3,0.39587092,0.29619256,0.3044169,0.30408436,0.39817494,0.537538,0.38636607,0.48087215,0.4716382,0.31286442,0.23356952,0.3177744
bellyache.mp3,0.34331948,0.22796485,0.2121946,0.24411133,0.5502379,0.30999532,0.28119195,0.61911976,0.36978778,0.35982594,0.26879698,0.39768168
Belong Together.mp3,0.10714342,0.2602817,0.42072365,0.18616877,0.22851889,0.19288549,0.42425156,0.26249155,0.21560341,0.33467308,0.17627436,0.21338195
Benjamins Deli.mp3,0.48324183,0.33597496,0.33736715,0.39398828,0.47725812,0.5881217,0.5890968,0.52954614,0.44013935,0.50476587,0.49151707,0.43337616
Bent.mp3,0.3551483,0.36589485,0.4380238,0.45379657,0.7013524,0.46002075,0.2933877,0.39074522,0.28171295,0.42840713,0.2856648,0.3121437
Bertahan Terluka.mp3,0.35428023,0.15755369,0.23039675,0.2543618,0.1688037,0.30354783,0.17523794,0.3140186,0.097904675,0.13613398,0.3112362,0.16915849
Bertaraf.mp3,0.22500664,0.23604673,0.36459094,0.33460456,0.22849576,0.2882814,0.2853745,0.5744546,0.5176077,0.30206525,0.40447932,0.33728388
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix.mp3",0.29201922,0.50995874,0.3110066,0.18620794,0.18377747,0.19454902,0.27650693,0.15097426,0.29355332,0.26544833,0.22214489,0.44730937
Besharam Rang.mp3,0.26659772,0.33124223,0.29146224,0.41942212,0.34592527,0.25692898,0.34549165,0.35505837,0.6351504,0.37233534,0.293678,0.2925507
Besito.mp3,0.46452087,0.26068673,0.28685692,0.38260263,0.2606769,0.40816122,0.26533487,0.44824225,0.21444899,0.15687737,0.3260265,0.25170955
Beso (Fruta Fresca).mp3,0.2506139,0.36393556,0.3276174,0.411733,0.49742714,0.78005767,0.4880793,0.24209397,0.17820811,0.22124134,0.30581206,0.21985783
BESO.mp3,0.29759476,0.22492504,0.06281314,0.10771301,0.06954969,0.22805156,0.08313608,0.19477366,0.35719472,0.17115058,0.32069916,0.13891925
Besos Moja2.mp3,0.32571137,0.33108038,0.2563956,0.27403754,0.22554524,0.36767948,0.19419058,0.1879691,0.31191877,0.22051147,0.42402712,0.24980737
Best Day Of My Life.mp3,0.31128615,0.41844246,0.5309531,0.37179875,0.39134076,0.27694517,0.34789065,0.27342433,0.23528829,0.3716539,0.29292879,0.33110118
Best For Me.mp3,0.2467106,0.42302093,0.20202236,0.29639468,0.22353056,0.42957246,0.27535206,0.15704058,0.19823258,0.17584778,0.29473835,0.16211863
Best Friend (feat. Doja Cat).mp3,0.43004468,0.33121797,0.36595762,0.46784285,0.54758364,0.6414318,0.5831558,0.50879806,0.46581215,0.50858665,0.4465035,0.4555077
BEST ON EARTH (feat. BIA) - Bonus.mp3,0.34518886,0.25065508,0.20411378,0.22865336,0.32730782,0.51004905,0.28248522,0.35897943,0.49577227,0.3350321,0.40981668,0.2506235
Best Part (feat. H.E.R.).mp3,0.18697777,0.3150214,0.4943105,0.30677107,0.4184822,0.20882885,0.12972376,0.15463121,0.1549007,0.2831147,0.23504364,0.21217008
Best Time.mp3,0.3716577,0.4105314,0.40503,0.39393753,0.33000383,0.30417246,0.26456097,0.27014458,0.39239088,0.40423504,0.4727033,0.43607917
Better Days (feat. Polo G).mp3,0.4003011,0.3119792,0.44473135,0.40653563,0.29510102,0.33714125,0.2844623,0.4396872,0.36822242,0.3380846,0.47982174,0.36886045
Better Now.mp3,0.43001527,0.27203238,0.56108505,0.459425,0.20533219,0.25147378,0.18241897,0.28992856,0.18427351,0.20298618,0.20857708,0.20208812
Better Place (From TROLLS Band Together).mp3,0.10802413,0.09170227,0.1833502,0.13215338,0.24641128,0.11438915,0.22926125,0.40472734,0.23587759,0.47115943,0.19146657,0.3011748
Better Things.mp3,0.47336775,0.34793392,0.5335201,0.3653008,0.33366612,0.26605904,0.26759413,0.38068596,0.26720622,0.36985895,0.26303762,0.38524714
Better Together.mp3,0.3004417,0.19933988,0.34490755,0.1759251,0.26624098,0.19108461,0.1928053,0.40639785,0.19859004,0.29100055,0.15039396,0.25299123
Better.mp3,0.32241148,0.15573364,0.2670091,0.21800418,0.2101593,0.5264941,0.23666804,0.39523852,0.15648538,0.21370085,0.54562545,0.20942117
Betty (Get Money).mp3,0.4684899,0.4988561,0.40141514,0.46059898,0.4240383,0.4856624,0.4936499,0.50824285,0.5708978,0.5088272,0.48515645,0.4159878
Bezos I.mp3,0.33082646,0.3670652,0.49509662,0.48680124,0.53296965,0.32831848,0.31990242,0.26510507,0.29094848,0.37062025,0.35675338,0.627245
Bhai Tera Gunda.mp3,0.2524593,0.14933713,0.12650502,0.18819052,0.2673952,0.6822652,0.3181481,0.14708364,0.15886831,0.18542014,0.18460542,0.19938587
Bhauji Lenge Lenge.mp3,0.3378287,0.39675194,0.373413,0.43732652,0.28181455,0.35345545,0.32640725,0.31284246,0.37814525,0.385525,0.4925146,0.36552948
Bi' Tek Ben Anlarım.mp3,0.37871444,0.31853116,0.32452294,0.21592534,0.25854176,0.29493764,0.50524247,0.44528997,0.28610295,0.2847091,0.32376993,0.6352432
BICHOTA.mp3,0.24796276,0.4955458,0.24632926,0.46331102,0.36848274,0.18581957,0.29228073,0.18317325,0.31657314,0.26526716,0.2314158,0.33760872
Bidi Bidi Bom Bom.mp3,0.37224606,0.273739,0.31661865,0.34550172,0.29840168,0.5119054,0.2878148,0.31577453,0.29716754,0.42629552,0.55601627,0.35261244
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj).mp3",0.7747788,0.6898512,0.61533844,0.5500116,0.38130906,0.27880132,0.30850908,0.30765662,0.3154678,0.35324973,0.5039137,0.70577365
Big City Life.mp3,0.39765364,0.15071481,0.17659326,0.3804075,0.219286,0.3947447,0.21473908,0.3537734,0.2825105,0.22100617,0.39045388,0.22239621
